Datum	Uhrzeit	Burgenland	Kärnten	Niederösterreich	Oberösterreich	Salzburg	Steiermark	Tirol	Vorarlberg	Wien	Österreich
2020-04-19	21:00:00	302	394	2477	2203	1200	1653	3417	858	2199	14703
2020-04-19	22:00:00	302	394	2477	2203	1200	1653	3422	858	2199	14708
2020-04-19	23:00:00	302	394	2477	2203	1200	1653	3424	858	2199	14710
2020-04-20	00:00:00	302	394	2477	2203	1200	1653	3424	858	2199	14710
2020-04-20	01:00:00	302	394	2477	2203	1200	1653	3424	858	2199	14710
2020-04-20	02:00:00	302	394	2477	2203	1200	1653	3424	858	2199	14710
2020-04-20	03:00:00	302	394	2477	2203	1200	1653	3424	858	2199	14710
2020-04-20	04:00:00	302	394	2477	2203	1200	1653	3424	858	2199	14710
2020-04-20	05:00:00	302	394	2477	2203	1200	1653	3424	858	2199	14710
2020-04-20	06:00:00	302	394	2477	2203	1200	1653	3424	858	2199	14710
2020-04-20	07:00:00	302	394	2477	2203	1200	1653	3424	858	2199	14710
2020-04-20	08:00:00	302	394	2479	2203	1200	1653	3425	858	2199	14713
2020-04-20	09:00:00	302	395	2480	2203	1200	1653	3425	859	2202	14719
2020-04-20	10:00:00	301	395	2481	2203	1200	1653	3426	859	2209	14727
2020-04-20	11:00:00	301	395	2482	2204	1200	1655	3427	859	2208	14731
2020-04-20	12:00:00	307	395	2483	2204	1200	1655	3427	859	2208	14738
2020-04-20	13:00:00	307	395	2491	2204	1201	1655	3427	859	2206	14745
2020-04-20	14:00:00	307	394	2493	2204	1201	1657	3427	859	2204	14746
2020-04-20	15:00:00	307	394	2495	2205	1201	1663	3427	859	2204	14755
2020-04-20	16:00:00	308	394	2496	2208	1201	1662	3428	860	2204	14761
2020-04-20	17:00:00	308	395	2495	2208	1201	1662	3429	860	2204	14762
2020-04-20	18:00:00	308	395	2496	2208	1201	1662	3429	860	2205	14764
2020-04-20	19:00:00	308	396	2496	2208	1201	1663	3429	860	2205	14766
2020-04-20	20:00:00	308	397	2496	2208	1201	1664	3429	860	2212	14775
2020-04-20	21:00:00	308	397	2496	2208	1201	1664	3429	861	2212	14776
2020-04-20	22:00:00	308	397	2496	2208	1201	1664	3430	861	2212	14777
2020-04-20	23:00:00	308	397	2496	2211	1201	1664	3430	861	2212	14780
2020-04-21	00:00:00	308	397	2496	2211	1201	1664	3430	861	2212	14780
2020-04-21	01:00:00	308	397	2496	2211	1201	1664	3430	861	2214	14782
2020-04-21	02:00:00	308	397	2496	2211	1201	1664	3430	861	2214	14782
2020-04-21	03:00:00	308	397	2496	2211	1201	1664	3430	861	2215	14783
2020-04-21	04:00:00	308	397	2496	2211	1201	1664	3430	861	2215	14783
2020-04-21	05:00:00	308	397	2496	2211	1201	1664	3430	861	2215	14783
2020-04-21	06:00:00	308	397	2496	2211	1201	1664	3430	861	2215	14783
2020-04-21	07:00:00	308	397	2497	2211	1201	1664	3430	861	2214	14783
2020-04-21	08:00:00	309	397	2501	2211	1201	1664	3431	861	2215	14790
2020-04-21	09:00:00	310	397	2499	2211	1203	1664	3431	861	2215	14791
2020-04-21	10:00:00	309	397	2499	2211	1203	1664	3432	861	2219	14795
2020-04-21	11:00:00	309	397	2499	2211	1205	1664	3433	861	2219	14798
2020-04-21	12:00:00	310	397	2499	2211	1206	1665	3434	862	2219	14803
2020-04-21	13:00:00	310	400	2499	2211	1206	1665	3434	862	2219	14806
2020-04-21	15:00:00	310	402	2500	2211	1206	1665	3433	863	2220	14810
2020-04-21	16:00:00	310	402	2500	2211	1206	1666	3433	863	2221	14812
2020-04-21	17:00:00	310	402	2500	2213	1206	1667	3436	863	2224	14821
2020-04-21	18:00:00	310	402	2500	2214	1206	1670	3436	863	2227	14828
2020-04-21	19:00:00	310	402	2500	2214	1206	1670	3436	863	2230	14831
2020-04-21	20:00:00	310	402	2500	2214	1206	1670	3436	863	2230	14831
2020-04-21	21:00:00	310	402	2500	2214	1206	1670	3436	863	2231	14832
2020-04-21	22:00:00	310	402	2500	2215	1206	1670	3436	863	2231	14833
2020-04-22	00:00:00	310	402	2500	2215	1206	1670	3436	863	2231	14833
2020-04-22	01:00:00	310	402	2500	2215	1206	1670	3436	863	2231	14833
2020-04-22	02:00:00	310	402	2500	2215	1206	1670	3436	863	2231	14833
2020-04-22	03:00:00	310	402	2500	2215	1206	1670	3436	863	2231	14833
2020-04-22	04:00:00	310	402	2500	2215	1206	1670	3436	863	2231	14833
2020-04-22	05:00:00	310	402	2500	2215	1206	1670	3436	863	2231	14833
2020-04-22	06:00:00	310	402	2500	2215	1206	1670	3436	863	2231	14833
2020-04-22	07:00:00	310	402	2500	2215	1206	1670	3436	863	2237	14839
2020-04-22	07:59:59	310	402	2500	2215	1206	1670	3437	863	2237	14840
2020-04-22	09:00:00	310	402	2509	2217	1206	1671	3437	867	2242	14861
2020-04-22	10:00:00	310	402	2509	2217	1206	1674	3437	868	2242	14865
2020-04-22	11:00:00	310	402	2509	2217	1205	1674	3439	868	2243	14867
2020-04-22	12:00:00	311	402	2511	2218	1205	1674	3438	868	2243	14870
2020-04-22	13:00:00	311	402	2513	2219	1205	1676	3440	868	2244	14878
2020-04-22	14:00:00	311	402	2516	2219	1205	1676	3440	868	2247	14884
2020-04-22	15:00:00	311	402	2519	2218	1205	1679	3440	868	2247	14889
2020-04-22	16:00:00	311	402	2518	2218	1205	1685	3440	868	2254	14901
2020-04-22	17:00:00	311	402	2518	2218	1205	1685	3440	868	2256	14903
2020-04-22	18:00:00	311	402	2519	2219	1204	1685	3441	868	2256	14905
2020-04-22	19:00:00	312	402	2520	2219	1204	1686	3441	868	2264	14916
2020-04-22	20:00:00	313	402	2520	2219	1204	1686	3441	868	2264	14917
2020-04-22	21:00:00	313	402	2520	2219	1204	1686	3441	868	2264	14917
2020-04-22	22:00:00	313	402	2520	2219	1204	1686	3441	868	2264	14917
2020-04-22	23:00:00	313	402	2520	2219	1204	1686	3441	868	2266	14919
2020-04-23	00:00:00	313	402	2520	2219	1204	1686	3441	868	2266	14919
2020-04-23	01:00:00	313	402	2520	2219	1204	1686	3441	868	2266	14919
2020-04-23	02:00:00	313	402	2520	2219	1204	1686	3441	868	2266	14919
2020-04-23	03:00:00	313	402	2520	2219	1204	1686	3441	868	2266	14919
2020-04-23	04:00:00	313	402	2520	2219	1204	1686	3441	868	2269	14922
2020-04-23	05:00:00	313	402	2520	2219	1204	1686	3441	868	2271	14924
2020-04-23	06:00:00	313	402	2520	2219	1204	1686	3441	868	2271	14924
2020-04-23	07:00:00	313	402	2520	2219	1204	1686	3441	868	2271	14924
2020-04-23	08:00:00	313	402	2529	2219	1204	1686	3441	868	2270	14932
2020-04-23	09:00:00	313	402	2529	2221	1204	1687	3442	869	2271	14938
2020-04-23	10:00:00	313	402	2529	2221	1204	1687	3442	869	2273	14940
2020-04-23	11:00:00	313	402	2529	2221	1204	1688	3441	869	2273	14940
2020-04-23	12:00:00	315	402	2530	2221	1206	1691	3441	869	2276	14951
2020-04-23	13:00:00	315	402	2530	2221	1206	1691	3441	869	2278	14953
2020-04-23	14:00:00	314	402	2531	2221	1206	1692	3445	869	2278	14958
2020-04-23	15:00:00	314	402	2531	2222	1206	1693	3445	869	2281	14963
2020-04-23	16:00:00	314	402	2532	2223	1206	1693	3445	869	2283	14967
2020-04-23	17:00:00	314	402	2534	2224	1206	1696	3445	869	2283	14973
2020-04-23	18:00:00	314	402	2534	2224	1205	1696	3446	869	2288	14978
2020-04-23	19:00:00	314	402	2534	2224	1206	1696	3446	869	2288	14979
2020-04-23	20:00:00	314	402	2534	2225	1206	1696	3446	869	2289	14981
2020-04-23	21:00:00	314	402	2533	2225	1206	1696	3446	869	2290	14981
2020-04-23	22:00:00	314	402	2533	2229	1206	1696	3446	869	2290	14985
2020-04-23	23:00:00	314	402	2533	2229	1206	1696	3446	869	2290	14985
2020-04-24	00:00:00	314	402	2533	2229	1206	1696	3446	869	2290	14985
2020-04-24	01:00:00	314	402	2533	2229	1206	1696	3446	869	2290	14985
2020-04-24	02:00:00	314	402	2533	2229	1206	1696	3446	869	2290	14985
2020-04-24	03:00:00	314	402	2533	2229	1206	1696	3446	869	2290	14985
2020-04-24	04:00:00	314	402	2533	2229	1206	1696	3446	869	2290	14985
2020-04-24	05:00:00	314	402	2533	2229	1206	1696	3446	869	2290	14985
2020-04-24	06:00:00	314	402	2533	2229	1206	1696	3446	869	2290	14985
2020-04-24	07:00:00	314	402	2533	2229	1206	1696	3446	869	2290	14985
2020-04-24	08:00:00	314	402	2533	2230	1206	1697	3446	869	2290	14987
2020-04-24	09:00:00	314	402	2533	2230	1206	1697	3448	869	2293	14992
2020-04-24	10:00:00	314	402	2534	2230	1206	1698	3455	869	2294	15002
2020-04-24	11:00:00	314	402	2534	2230	1206	1698	3455	870	2295	15004
2020-04-24	12:00:00	315	402	2541	2230	1206	1698	3454	870	2295	15011
2020-04-24	13:00:00	315	402	2542	2231	1206	1699	3457	869	2296	15017
2020-04-24	14:00:00	315	402	2544	2232	1207	1700	3457	869	2301	15027
2020-04-24	15:00:00	315	402	2546	2232	1207	1700	3457	868	2311	15038
2020-04-24	16:00:00	315	402	2546	2232	1208	1700	3458	868	2313	15042
2020-04-24	17:00:00	315	402	2546	2236	1208	1702	3460	868	2314	15051
2020-04-24	18:00:00	315	402	2547	2236	1208	1702	3462	868	2314	15054
2020-04-24	19:00:00	315	402	2546	2237	1208	1703	3462	868	2314	15055
2020-04-24	20:00:00	315	402	2546	2237	1208	1703	3462	868	2319	15060
2020-04-24	21:00:00	315	402	2547	2238	1208	1705	3462	868	2319	15064
2020-04-24	22:00:00	315	402	2547	2238	1208	1705	3462	868	2321	15066
2020-04-24	23:00:00	315	402	2547	2238	1208	1705	3462	868	2323	15068
2020-04-25	00:00:00	315	402	2547	2238	1208	1705	3462	868	2323	15068
2020-04-25	01:00:00	315	402	2547	2238	1208	1705	3462	868	2323	15068
2020-04-25	02:00:00	315	402	2547	2238	1208	1705	3462	868	2323	15068
2020-04-25	03:00:00	315	402	2547	2238	1208	1705	3462	868	2323	15068
2020-04-25	04:00:00	315	402	2547	2238	1208	1705	3462	868	2323	15068
2020-04-25	05:00:00	315	402	2547	2238	1208	1705	3462	868	2323	15068
2020-04-25	06:00:00	315	402	2547	2238	1208	1705	3462	868	2323	15068
2020-04-25	07:00:00	315	402	2547	2238	1208	1705	3462	868	2323	15068
2020-04-25	08:00:00	315	402	2547	2238	1208	1705	3463	868	2323	15069
2020-04-25	09:00:00	315	402	2547	2238	1208	1706	3464	868	2324	15072
2020-04-25	10:00:00	315	402	2549	2238	1208	1710	3465	868	2325	15080
2020-04-25	11:00:00	315	402	2553	2238	1208	1710	3465	868	2326	15085
2020-04-25	12:00:00	315	403	2553	2238	1208	1710	3466	868	2333	15094
2020-04-25	13:00:00	315	403	2553	2238	1208	1714	3466	868	2333	15098
2020-04-25	14:00:00	316	403	2553	2239	1208	1718	3469	868	2333	15107
2020-04-25	15:00:00	316	404	2553	2239	1210	1722	3469	868	2336	15117
2020-04-25	16:00:00	316	404	2554	2239	1210	1722	3469	868	2346	15128
2020-04-25	17:00:00	316	404	2554	2239	1210	1722	3469	868	2346	15128
2020-04-25	17:59:59	316	404	2554	2240	1210	1722	3469	868	2346	15129
2020-04-25	19:00:00	316	404	2554	2240	1210	1722	3469	868	2346	15129
2020-04-25	20:00:00	316	404	2554	2240	1210	1722	3471	868	2346	15131
2020-04-25	21:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-25	22:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-25	23:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-26	00:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-26	01:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-26	02:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-26	02:59:59	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-26	04:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-26	05:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-26	06:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-26	07:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-26	08:00:00	316	404	2554	2240	1210	1722	3473	868	2347	15134
2020-04-26	09:00:00	315	404	2556	2240	1210	1722	3473	868	2348	15136
2020-04-26	10:00:00	315	404	2560	2240	1210	1722	3473	868	2348	15140
2020-04-26	11:00:00	315	404	2560	2240	1212	1722	3473	868	2349	15143
2020-04-26	12:00:00	315	404	2560	2240	1212	1722	3473	868	2349	15143
2020-04-26	13:00:00	315	404	2560	2240	1212	1723	3473	868	2350	15145
2020-04-26	14:00:00	317	404	2561	2243	1212	1731	3473	868	2356	15165
2020-04-26	15:00:00	317	404	2562	2243	1212	1733	3479	868	2357	15175
2020-04-26	16:00:00	317	404	2562	2244	1213	1734	3480	868	2359	15181
2020-04-26	17:00:00	317	404	2562	2244	1213	1734	3480	868	2359	15181
2020-04-26	18:00:00	317	404	2562	2246	1214	1735	3481	868	2359	15186
2020-04-26	19:00:00	317	404	2562	2246	1214	1735	3481	868	2359	15186
2020-04-26	20:00:00	317	405	2562	2246	1214	1735	3482	868	2359	15188
2020-04-26	21:00:00	317	405	2562	2246	1214	1735	3482	868	2359	15188
2020-04-26	22:00:00	317	405	2562	2246	1214	1736	3482	868	2359	15189
2020-04-26	23:00:00	317	405	2562	2246	1214	1736	3482	868	2359	15189
2020-04-27	00:00:00	317	405	2562	2246	1214	1736	3482	868	2359	15189
2020-04-27	01:00:00	317	405	2562	2246	1214	1736	3482	868	2359	15189
2020-04-27	02:00:00	317	405	2562	2246	1214	1736	3482	868	2359	15189
2020-04-27	03:00:00	317	405	2562	2246	1214	1736	3482	868	2359	15189
2020-04-27	04:00:00	317	405	2562	2246	1214	1736	3482	868	2359	15189
2020-04-27	05:00:00	317	405	2562	2246	1214	1736	3482	868	2359	15189
2020-04-27	06:00:00	317	405	2562	2246	1214	1736	3482	868	2359	15189
2020-04-27	07:00:00	317	406	2562	2246	1214	1736	3482	868	2359	15190
2020-04-27	08:00:00	317	406	2562	2246	1214	1736	3482	868	2359	15190
2020-04-27	09:00:00	317	406	2566	2246	1214	1736	3482	868	2361	15196
2020-04-27	10:00:00	317	406	2567	2246	1214	1736	3482	868	2361	15197
2020-04-27	12:00:00	317	407	2570	2247	1214	1741	3483	868	2365	15212
2020-04-27	13:00:00	317	407	2570	2247	1214	1743	3483	868	2365	15214
2020-04-27	15:00:00	320	407	2573	2248	1214	1745	3484	868	2380	15239
2020-04-27	16:00:00	320	407	2574	2247	1214	1746	3484	868	2381	15241
2020-04-27	17:00:00	321	407	2574	2250	1214	1747	3484	868	2386	15251
2020-04-28	14:03:12	320	410	2575	2251	1214	1749	3491	869	2398	15277
2020-04-28	15:00:00	321	410	2577	2251	1214	1751	3494	869	2399	15286
2020-04-28	17:00:00	321	410	2578	2253	1214	1752	3494	869	2404	15295
2020-04-28	18:00:00	321	410	2577	2253	1214	1752	3496	869	2421	15313
2020-04-28	19:00:00	321	410	2577	2253	1215	1752	3497	869	2423	15317
2020-04-28	20:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-28	21:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-28	22:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-29	00:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-29	01:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-29	02:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-29	03:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-29	04:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-29	05:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-29	06:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-29	07:00:00	321	410	2577	2251	1215	1752	3496	869	2423	15314
2020-04-29	08:00:00	321	410	2583	2251	1215	1755	3496	869	2423	15323
2020-04-29	10:00:00	321	410	2586	2251	1215	1756	3496	869	2431	15335
2020-04-29	11:00:00	321	410	2588	2252	1216	1756	3496	869	2435	15343
2020-04-29	12:59:59	322	410	2590	2252	1215	1755	3496	870	2435	15345
2020-04-29	14:00:00	322	410	2591	2252	1215	1757	3496	870	2436	15349
2020-04-29	15:00:00	322	410	2591	2252	1215	1757	3496	870	2439	15352
2020-04-29	16:00:00	322	410	2592	2252	1215	1757	3499	870	2440	15357
2020-04-29	17:00:00	322	410	2593	2252	1215	1757	3500	870	2441	15360
2020-04-29	19:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-29	20:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-29	21:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-29	22:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-29	23:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-30	00:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-30	02:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-30	03:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-30	04:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-30	05:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-30	06:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-30	07:00:00	323	410	2594	2253	1215	1757	3501	870	2441	15364
2020-04-30	08:00:00	323	410	2597	2253	1215	1758	3501	870	2442	15369
2020-04-30	09:00:00	323	410	2601	2253	1215	1758	3502	870	2445	15377
2020-04-30	10:00:00	323	410	2601	2253	1216	1758	3502	870	2454	15387
2020-04-30	11:00:00	323	410	2601	2253	1216	1757	3502	870	2456	15388
2020-04-30	13:00:00	325	410	2606	2253	1216	1761	3502	870	2458	15401
2020-04-30	14:00:00	325	410	2614	2253	1217	1761	3502	870	2458	15410
2020-04-30	16:00:00	325	410	2620	2254	1217	1761	3502	871	2466	15426
2020-04-30	17:00:00	325	410	2623	2254	1217	1761	3502	871	2478	15441
2020-04-30	18:00:00	325	410	2623	2254	1217	1761	3502	871	2484	15447
2020-04-30	19:00:00	325	410	2623	2254	1217	1761	3502	871	2487	15450
2020-04-30	20:00:00	325	410	2623	2254	1217	1761	3502	871	2487	15450
2020-04-30	21:00:00	325	410	2623	2254	1217	1761	3503	871	2488	15452
2020-04-30	22:00:00	325	410	2623	2254	1217	1761	3503	871	2489	15453
2020-04-30	23:00:00	325	410	2623	2254	1217	1761	3504	871	2489	15454
2020-05-01	00:00:00	325	410	2623	2254	1217	1761	3504	871	2491	15456
2020-05-01	01:00:00	325	410	2623	2254	1217	1761	3504	871	2491	15456
2020-05-01	02:00:00	325	410	2623	2254	1217	1761	3504	871	2492	15457
2020-05-01	03:00:00	325	410	2623	2254	1217	1761	3504	871	2492	15457
2020-05-01	04:00:00	325	410	2623	2254	1217	1761	3504	871	2492	15457
2020-05-01	05:00:00	325	410	2623	2254	1217	1761	3504	871	2492	15457
2020-05-01	06:00:00	325	410	2623	2254	1217	1761	3504	871	2492	15457
2020-05-01	07:00:00	325	410	2623	2254	1217	1761	3504	871	2492	15457
2020-05-01	08:00:00	325	410	2623	2255	1217	1761	3504	871	2492	15458
2020-05-01	09:00:00	325	410	2623	2255	1217	1761	3504	871	2492	15458
2020-05-01	10:00:00	325	410	2625	2255	1217	1761	3504	872	2492	15461
2020-05-01	11:00:00	325	410	2625	2255	1217	1761	3504	872	2493	15462
2020-05-01	12:00:00	325	410	2625	2255	1217	1761	3504	872	2496	15465
2020-05-01	13:00:00	325	410	2625	2255	1217	1761	3504	872	2496	15465
2020-05-01	15:00:00	326	410	2625	2255	1217	1764	3504	872	2497	15470
2020-05-01	16:00:00	326	410	2625	2255	1217	1764	3504	872	2497	15470
2020-05-01	17:00:00	326	410	2625	2255	1217	1764	3504	872	2497	15470
2020-05-01	19:00:00	326	410	2625	2255	1217	1764	3504	872	2498	15471
2020-05-01	20:00:00	326	410	2625	2255	1217	1764	3504	872	2504	15477
2020-05-01	21:00:00	326	410	2625	2256	1217	1764	3504	872	2504	15478
2020-05-01	22:00:00	326	410	2625	2256	1217	1764	3504	872	2504	15478
2020-05-02	00:00:00	326	410	2625	2256	1217	1764	3504	872	2504	15478
2020-05-02	01:00:00	326	410	2625	2256	1217	1764	3504	872	2504	15478
2020-05-02	02:00:00	326	410	2626	2256	1217	1764	3504	872	2504	15479
2020-05-02	03:00:00	326	410	2626	2256	1217	1764	3504	872	2504	15479
2020-05-02	04:00:00	326	410	2626	2256	1217	1764	3504	872	2504	15479
2020-05-02	05:00:00	326	410	2626	2256	1217	1764	3504	872	2504	15479
2020-05-02	06:00:00	326	410	2626	2256	1217	1764	3504	872	2504	15479
2020-05-02	07:00:00	326	410	2626	2256	1217	1764	3504	872	2504	15479
2020-05-02	08:00:00	326	410	2626	2256	1217	1764	3504	872	2504	15479
2020-05-02	09:00:00	326	410	2626	2256	1217	1764	3504	872	2512	15487
2020-05-02	10:00:00	326	410	2631	2256	1217	1764	3504	872	2512	15492
2020-05-02	11:00:00	326	410	2631	2256	1217	1764	3504	872	2512	15492
2020-05-02	12:00:00	326	410	2630	2256	1218	1764	3504	872	2513	15493
2020-05-02	14:00:00	327	410	2630	2256	1218	1764	3504	872	2525	15506
